file,result_2ls_TPDB_copy1,time_taken_2ls_TPDB_copy1,result_2ls_TPDB_copy2,time_taken_2ls_TPDB_copy2,result_2ls_TPDB_copy3,time_taken_2ls_TPDB_copy3,consistency
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_openbsd_cstrcpy_alloca.c,Failed,0.24,Failed,0.25,Failed,0.23,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_substring_alloca.c,Failed,0.25,Failed,0.23,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_a.08-alloca.c,Failed,0.23,Failed,0.25,Failed,0.23,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_Urban-2013WST-Fig1_false-unreach-label-termination-alloca.c,Failed,0.24,Failed,0.25,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_CookSeeZuleger-2013TACAS-Fig3_true-alloca.c,Failed,0.24,Failed,0.24,Failed,0.25,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_b.07-alloca.c,Failed,0.25,Failed,0.23,Failed,0.25,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_insertionsort_alloca.c,Failed,0.24,Failed,0.24,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_BrockschmidtCookFuhs-2013CAV-Introduction_true-alloca.c,Failed,0.23,Failed,0.23,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_stroeder2_alloca.c,Failed,0.25,Failed,0.24,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_BradleyMannaSipma-2005CAV-Fig1_true-alloca.c,Failed,0.24,Failed,0.24,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_cstrcspn_true_alloca.c,Failed,0.24,Failed,0.25,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_openbsd_cbzero_alloca.c,Failed,0.25,Failed,0.25,Failed,0.26,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_Urban-2013WST-Fig2_true-alloca.c,Failed,0.23,Failed,0.25,Failed,0.23,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_Avery-2006FLOPS-Tabel1_true-alloca.c,Failed,0.24,Failed,0.24,Failed,0.23,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_b.04-alloca.c,Failed,0.24,Failed,0.25,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_openbsd_cmemrchr_alloca.c,Failed,0.25,Failed,0.24,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_b.09-no-inv_assume-alloca.c,Failed,0.24,Failed,0.24,Failed,0.23,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_a.06-alloca.c,Failed,0.25,Failed,0.23,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_b.03-no-inv_assume-alloca.c,Failed,0.25,Failed,0.24,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_cstrlen_true_alloca.c,Failed,0.24,Failed,0.24,Failed,0.23,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_openbsd_cstrlen_alloca.c,Failed,0.24,Failed,0.25,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_b.14-alloca.c,Failed,0.23,Failed,0.23,Failed,0.25,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_openbsd_cstrstr_alloca.c,Failed,0.25,Failed,0.23,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_b.02-alloca.c,Failed,0.23,Failed,0.24,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_ex3a-alloca.c,Failed,0.24,Failed,0.23,Failed,0.23,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_BradleyMannaSipma-2005CAV-Fig1-modified_false-termination.c,Failed,0.26,Failed,0.23,Failed,0.23,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_c.01-no-inv-alloca.c,Failed,0.25,Failed,0.24,Failed,0.22,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_openbsd_cstpcpy_alloca.c,Failed,0.24,Failed,0.24,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_b.17-alloca.c,Failed,0.24,Failed,0.25,Failed,0.23,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_java_BubbleSort_alloca.c,Failed,0.23,Failed,0.24,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_a.09_assume-alloca.c,Failed,0.24,Failed,0.25,Failed,0.23,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_CookSeeZuleger-2013TACAS-Fig7b_true-alloca.c,Failed,0.24,Failed,0.24,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_selectionsort_alloca.c,Failed,0.24,Failed,0.23,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_array01_alloca.c,Failed,0.25,Failed,0.25,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_ChenFlurMukhopadhyay-2012SAS-Fig1_true-alloca.c,Failed,0.24,Failed,0.24,Failed,0.25,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_twisted-alloca.c,Failed,0.25,Failed,0.24,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_cstrspn_true_alloca.c,Failed,0.25,Failed,0.24,Failed,0.23,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_b.01-alloca.c,Failed,0.24,Failed,0.25,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_HarrisLalNoriRajamani-2010SAS-Fig2_false-unreach-label-termination-alloca.c,Failed,0.26,Failed,0.25,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_cstrcmp_true_alloca.c,Failed,0.23,Failed,0.25,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_b.10-alloca.c,Failed,0.24,Failed,0.24,Failed,0.25,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_Ben-Amram-2010LMCS-Ex2.3_true-alloca.c,Failed,0.25,Failed,0.24,Failed,0.23,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_openbsd_cmemchr_alloca.c,Failed,0.24,Failed,0.23,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_openbsd_cstrncmp_alloca.c,Failed,0.23,Failed,0.23,Failed,0.25,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_HarrisLalNoriRajamani-2010SAS-Fig3_true-alloca.c,Failed,0.24,Failed,0.24,Failed,0.25,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_c.03-alloca.c,Failed,0.23,Failed,0.24,Failed,0.25,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_a.01-alloca.c,Failed,0.24,Failed,0.23,Failed,0.25,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_min_rf_true-alloca.c,Failed,0.24,Failed,0.25,Failed,0.25,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_b.12-alloca.c,Failed,0.26,Failed,0.25,Failed,0.25,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_count_down_alloca.c,Failed,0.25,Failed,0.25,Failed,0.26,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_b.09_assume-alloca.c,Failed,0.24,Failed,0.24,Failed,0.25,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_b.11-alloca.c,Failed,0.24,Failed,0.24,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_openbsd_cstrspn_alloca.c,Failed,0.2,Failed,0.24,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_a.10-alloca.c,Failed,0.19,Failed,0.24,Failed,0.23,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_easySum-alloca.c,Failed,0.2,Failed,0.24,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_PodelskiRybalchenko-2004VMCAI-Ex2_true-alloca.c,Failed,0.2,Failed,0.23,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_openbsd_cstrcat_alloca.c,Failed,0.25,Failed,0.25,Failed,0.25,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_Urban-2013WST-Fig2-modified1000_true-alloca.c,Failed,0.2,Failed,0.24,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_ex2-alloca.c,Failed,0.19,Failed,0.24,Failed,0.25,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_HarrisLalNoriRajamani-2010SAS-Fig1_true-alloca.c,Failed,0.19,Failed,0.23,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_bubblesort_alloca.c,Failed,0.19,Failed,0.24,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_openbsd_cstrcmp_alloca.c,Failed,0.19,Failed,0.24,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_b.15-alloca.c,Failed,0.2,Failed,0.24,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_b.03_assume-alloca.c,Failed,0.23,Failed,0.25,Failed,0.25,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_Toulouse-BranchesToLoop_true-alloca.c,Failed,0.24,Failed,0.25,Failed,0.25,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_java_Break-alloca.c,Failed,0.24,Failed,0.24,Failed,0.23,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_a.05-alloca.c,Failed,0.24,Failed,0.25,Failed,0.23,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_c.01_assume-alloca.c,Failed,0.25,Failed,0.24,Failed,0.25,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_openbsd_cstrnlen_alloca.c,Failed,0.24,Failed,0.23,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_gcd1_true-alloca.c,Failed,0.23,Failed,0.24,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_lis_alloca.c,Failed,0.24,Failed,0.25,Failed,0.25,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_flag-alloca.c,Failed,0.23,Failed,0.23,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_c.02-alloca.c,Failed,0.24,Failed,0.25,Failed,0.25,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_fermat-alloca.c,Failed,0.24,Failed,0.24,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_stroeder1_alloca.c,Failed,0.24,Failed,0.25,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_openbsd_cmemset_alloca.c,Failed,0.25,Failed,0.24,Failed,0.25,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_diff_alloca.c,Failed,0.25,Failed,0.24,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_BradleyMannaSipma-2005ICALP-Fig1_true-alloca.c,Failed,0.24,Failed,0.24,Failed,0.24,True
TPDB_Y2024_filtered_VBS/Ton_Chanh_15/Benghazi_nondet_true-termination.c,Maybe,163.16,Maybe,160.55,Maybe,159.65,True
TPDB_Y2024_filtered_VBS/Ton_Chanh_15/NestedRecursion_1d_true-termination.c,YES,0.3,YES,0.29,YES,0.3,True
TPDB_Y2024_filtered_VBS/Ton_Chanh_15/NestedRecursion_2b_false-termination.c,YES,0.18,YES,0.17,YES,0.24,True
TPDB_Y2024_filtered_VBS/Ton_Chanh_15/Bangalore_v4_true-termination.c,Maybe,0.14,Maybe,0.13,Maybe,0.11,True
TPDB_Y2024_filtered_VBS/Ton_Chanh_15/Singapore_true-termination.c,Maybe,0.49,Maybe,0.7,Maybe,0.72,True
TPDB_Y2024_filtered_VBS/Ton_Chanh_15/Hanoi_2vars_false-termination.c,Maybe,0.71,Maybe,0.7,Maybe,0.5,True
TPDB_Y2024_filtered_VBS/Ton_Chanh_15/NestedRecursion_2a_false-termination.c,YES,0.18,YES,0.18,YES,0.17,True
TPDB_Y2024_filtered_VBS/Ton_Chanh_15/McCarthy91_Recursion_true-termination.c,YES,0.16,YES,0.15,YES,0.16,True
TPDB_Y2024_filtered_VBS/Ton_Chanh_15/Ackermann_true-termination.c,YES,0.32,YES,0.31,YES,0.32,True
TPDB_Y2024_filtered_VBS/Ton_Chanh_15/NestedRecursion_1b_true-termination.c,YES,0.28,YES,0.26,YES,0.28,True
TPDB_Y2024_filtered_VBS/Ton_Chanh_15/Cairo_nondet_false-termination.c,Maybe,0.33,Maybe,0.33,Maybe,0.34,True
TPDB_Y2024_filtered_VBS/Ton_Chanh_15/Singapore_v2_false-termination.c,Maybe,0.57,Maybe,0.57,Maybe,0.57,True
TPDB_Y2024_filtered_VBS/Ton_Chanh_15/MutualRecursion_1b_true-termination.c,TIMEOUT,300.03,TIMEOUT,300.03,TIMEOUT,300.03,True
TPDB_Y2024_filtered_VBS/Ton_Chanh_15/Singapore_v1_false-termination.c,Maybe,0.53,Maybe,0.52,Maybe,0.52,True
TPDB_Y2024_filtered_VBS/Ton_Chanh_15/Copenhagen_disj_true-termination.c,Maybe,2.27,Maybe,2.34,Maybe,2.29,True
TPDB_Y2024_filtered_VBS/Ton_Chanh_15/Gothenburg_v2_true-termination.c,YES,0.27,YES,0.27,YES,0.27,True
TPDB_Y2024_filtered_VBS/Ton_Chanh_15/Hanoi_plus_false-termination.c,Maybe,3.06,Maybe,3.05,Maybe,3.5,True
TPDB_Y2024_filtered_VBS/Ton_Chanh_15/NestedRecursion_1c_true-termination.c,YES,0.25,YES,0.24,YES,0.18,True
TPDB_Y2024_filtered_VBS/Ton_Chanh_15/Cairo_step2_false-termination.c,Maybe,0.31,Maybe,0.22,Maybe,0.31,True
TPDB_Y2024_filtered_VBS/Ton_Chanh_15/Hanoi_3vars_false-termination.c,Maybe,1.05,Maybe,1.54,Maybe,1.55,True
TPDB_Y2024_filtered_VBS/Ton_Chanh_15/Bangalore_false-termination.c,Maybe,0.16,Maybe,0.13,Maybe,0.15,True
TPDB_Y2024_filtered_VBS/Ton_Chanh_15/NestedRecursion_1a_false-termination.c,YES,0.26,YES,0.19,YES,0.27,True
TPDB_Y2024_filtered_VBS/Ton_Chanh_15/Singapore_plus_false-termination.c,Maybe,0.4,Maybe,0.39,Maybe,0.57,True
TPDB_Y2024_filtered_VBS/Ton_Chanh_15/Bangalore_v2_false-termination.c,Maybe,0.15,Maybe,0.15,Maybe,0.11,True
TPDB_Y2024_filtered_VBS/Ton_Chanh_15/NestedRecursion_2c_true-termination.c,YES,0.18,YES,0.23,YES,0.24,True
TPDB_Y2024_filtered_VBS/Ton_Chanh_15/Bangalore_v3_false-termination.c,Maybe,0.14,Maybe,0.15,Maybe,0.12,True
TPDB_Y2024_filtered_VBS/Ton_Chanh_15/Binary_Search_true-termination.c,YES,0.21,YES,0.21,YES,0.22,True
TPDB_Y2024_filtered_VBS/Ton_Chanh_15/MutualRecursion_1a_false-termination.c,TIMEOUT,300.03,TIMEOUT,300.03,TIMEOUT,300.03,True
TPDB_Y2024_filtered_VBS/Ton_Chanh_15/2Nested_false-termination.c,Maybe,0.86,Maybe,0.86,Maybe,0.85,True
TPDB_Y2024_filtered_VBS/Ton_Chanh_15/Mysore_false-termination.c,Maybe,0.37,Maybe,0.51,Maybe,0.52,True
TPDB_Y2024_filtered_VBS/Ton_Chanh_15/Ackermann_false-termination.c,YES,0.29,YES,0.28,YES,0.21,True
TPDB_Y2024_filtered_VBS/Ton_Chanh_15/McCarthy91_Iteration_true-termination.c,YES,0.16,YES,0.19,YES,0.17,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/ChenFlurMukhopadhyay-SAS2012-Ex4.01_true-termination.c,Maybe,3.25,Maybe,3.45,Maybe,3.48,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/ChenFlurMukhopadhyay-SAS2012-Ex2.10_true-termination.c,YES,0.22,YES,0.16,YES,0.23,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/AliasDarteFeautrierGonnord-SAS2010-speedpldi4_true-termination.c,YES,0.16,YES,0.15,YES,0.12,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/AliasDarteFeautrierGonnord-SAS2010-counterex1b_true-termination.c,Maybe,0.57,Maybe,0.57,Maybe,0.58,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/PodelskiRybalchenko-LICS2004-Fig2_true-termination.c,Maybe,1.4,Maybe,1.49,Maybe,1.49,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/svcomp_cstrlen_true-termination.c,Maybe,0.25,Maybe,0.35,Maybe,0.34,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/AliasDarteFeautrierGonnord-SAS2010-rsd_true-termination.c,Maybe,1.2,Maybe,1.53,Maybe,1.72,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/ChawdharyCookGulwaniSagivYang-ESOP2008-aaron6_true-termination.c,Maybe,2.41,Maybe,2.51,Maybe,2.39,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/ChenFlurMukhopadhyay-SAS2012-Ex2.22_true-termination.c,YES,0.41,YES,0.41,YES,0.4,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/Avery-FLOPS2006-Table1_true-termination.c,YES,0.26,YES,0.26,YES,0.27,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination.c,YES,0.17,YES,0.17,YES,0.22,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/LarrazOliverasRodriguez-CarbonellRubio-FMCAD2013-Fig1_true-termination.c,Maybe,0.4,Maybe,0.4,Maybe,0.41,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/HeizmannHoenickeLeikePodelski-ATVA2013-Fig5_true-termination.c,YES,0.18,YES,0.19,YES,0.24,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/ChenFlurMukhopadhyay-SAS2012-Ex1.04_true-termination.c,Maybe,0.23,Maybe,0.23,Maybe,0.23,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/LeeJonesBen-Amram-POPL2001-Ex6_true-termination.c,YES,0.31,YES,0.3,YES,0.44,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/HeizmannHoenickeLeikePodelski-ATVA2013-Fig6_true-termination.c,YES,0.21,YES,0.21,YES,0.29,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/svcomp_strchr_true-termination.c,Maybe,0.21,Maybe,0.22,Maybe,0.28,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/min_rf_true-termination.c,Maybe,1.52,Maybe,1.25,Maybe,1.87,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/CookSeeZuleger-TACAS2013-Fig1_true-termination.c,YES,0.14,YES,0.19,YES,0.19,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/PodelskiRybalchenko-TACAS2011-Fig4_true-termination.c,YES,0.19,YES,0.17,YES,0.18,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/AliasDarteFeautrierGonnord-SAS2010-wcet2_true-termination.c,YES,0.24,YES,0.18,YES,0.18,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/ChenFlurMukhopadhyay-SAS2012-Ex2.17_false-termination.c,Maybe,0.6,Maybe,0.42,Maybe,0.42,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/ChenFlurMukhopadhyay-SAS2012-Ex3.04_true-termination.c,Maybe,0.5,Maybe,0.35,Maybe,0.51,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/PodelskiRybalchenko-VMCAI2004-Ex1_true-termination.c,Maybe,0.56,Maybe,0.57,Maybe,0.4,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/HenzingerJhalaMajumdarSutre-POPL2002-LockingExample_false-termination.c,Maybe,2.18,Maybe,2.05,Maybe,2.18,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/KroeningSharyginaTsitovichWintersteiger-CAV2010-Ex_true-termination.c,YES,0.15,YES,0.14,YES,0.11,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/ChawdharyCookGulwaniSagivYang-ESOP2008-random1d_true-termination.c,Maybe,6.21,Maybe,6.23,Maybe,6.22,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/ChenFlurMukhopadhyay-SAS2012-Ex2.01_true-termination.c,Maybe,0.62,Maybe,0.61,Maybe,0.62,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/HeizmannHoenickeLeikePodelski-ATVA2013-Fig7_true-termination.c,Maybe,0.25,Maybe,0.25,Maybe,0.26,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/CookSeeZuleger-TACAS2013-Fig7b_true-termination.c,YES,0.27,YES,0.38,YES,0.38,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/svcomp_cstrcmp_true-termination.c,Maybe,0.35,Maybe,0.25,Maybe,0.26,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/Toulouse-MultiBranchesToLoop_true-termination.c,Maybe,0.31,Maybe,0.23,Maybe,0.22,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/AliasDarteFeautrierGonnord-SAS2010-speedpldi3_true-termination.c,YES,0.24,YES,0.24,YES,0.24,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/ChawdharyCookGulwaniSagivYang-ESOP2008-aaron12_true-termination.c,Maybe,0.76,Maybe,0.53,Maybe,0.75,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/AliasDarteFeautrierGonnord-SAS2010-while2_true-termination.c,YES,0.32,YES,0.33,YES,0.24,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/AliasDarteFeautrierGonnord-SAS2010-Fig1_true-termination.c,Maybe,5.07,Maybe,4.53,Maybe,4.56,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/ChenFlurMukhopadhyay-SAS2012-Ex2.20_true-termination.c,YES,0.2,YES,0.28,YES,0.28,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/AliasDarteFeautrierGonnord-SAS2010-Fig2b_true-termination.c,Maybe,0.51,Maybe,0.36,Maybe,0.36,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/svcomp_cstrncmp_true-termination.c,YES,0.54,YES,0.54,YES,0.38,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/AliasDarteFeautrierGonnord-SAS2010-speedpldi2_true-termination.c,YES,0.24,YES,0.18,YES,0.24,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/ChenFlurMukhopadhyay-SAS2012-Ex2.05_false-termination.c,Maybe,0.2,Maybe,0.21,Maybe,0.15,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/LeikeHeizmann-TACAS2014-Ex9_true-termination.c,YES,0.22,YES,0.22,YES,0.22,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/AliasDarteFeautrierGonnord-SAS2010-Fig2a_true-termination.c,YES,0.3,YES,0.31,YES,0.23,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/LeikeHeizmann-WST2014-Ex9_true-termination.c,YES,0.14,YES,0.13,YES,0.14,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/HeizmannHoenickeLeikePodelski-ATVA2013-Fig8_true-termination.c,YES,0.14,YES,0.14,YES,0.15,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/genady_true-termination.c,YES,0.33,YES,0.33,YES,0.32,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/ChenFlurMukhopadhyay-SAS2012-Ex2.16_true-termination.c,Maybe,0.77,Maybe,0.78,Maybe,0.77,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/UrbanMine-ESOP2014-Fig3_true-termination.c,Maybe,0.53,Maybe,0.53,Maybe,0.53,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/LeeJonesBen-Amram-POPL2001-Ex4_true-termination.c,YES,0.41,YES,0.39,YES,0.4,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/ChenFlurMukhopadhyay-SAS2012-Ex3.01_true-termination.c,YES,0.21,YES,0.22,YES,0.22,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/gcd1_true-termination.c,YES,0.34,YES,0.33,YES,0.34,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/LeeJonesBen-Amram-POPL2001-Ex1_true-termination.c,YES,0.38,YES,0.38,YES,0.38,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/ChenFlurMukhopadhyay-SAS2012-Ex3.05_true-termination.c,Maybe,0.67,Maybe,0.67,Maybe,0.67,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/GulwaniJainKoskinen-PLDI2009-Fig1_true-termination.c,Maybe,1.13,Maybe,1.14,Maybe,0.97,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/ChenFlurMukhopadhyay-SAS2012-Ex1.05_true-termination.c,Maybe,0.32,Maybe,0.32,Maybe,0.32,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/HarrisLalNoriRajamani-SAS2010-Fig1_true-termination.c,Maybe,0.93,Maybe,0.91,Maybe,0.93,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/HarrisLalNoriRajamani-SAS2010-Fig3_true-termination.c,Maybe,0.48,Maybe,0.49,Maybe,0.35,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/ChawdharyCookGulwaniSagivYang-ESOP2008-aaron4_true-termination.c,Maybe,0.72,Maybe,0.71,Maybe,0.5,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/KroeningSharyginaTsitovichWintersteiger-CAV2010-Fig1_true-termination.c,Maybe,0.2,Maybe,0.21,Maybe,0.16,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/AliasDarteFeautrierGonnord-SAS2010-wise_true-termination.c,YES,0.23,YES,0.23,YES,0.23,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/AliasDarteFeautrierGonnord-SAS2010-terminate_true-termination.c,YES,0.42,YES,0.41,YES,0.41,True
